h,fullname,last_obs_jd,last_obs,ts_max,ps_max,n_imp,ps_cum,des,v_inf,diameter,range,id,ip
26.33,(2023 NG1),2460201.5,2023-09-14,0,-6.03,5,-5.97,2023 NG1,3.66612497745837,0.018,2117-2124,bK23N01G,1.49723e-05
26.93,(2025 AC1),2460697.5,2025-01-22,0,-7.12,15,-6.48,2025 AC1,6.33012491241208,0.014,2080-2124,bK25A01C,6.5895213e-06
27.84,(2025 AO1),2460681.5,2025-01-06,0,-6.84,5,-6.81,2025 AO1,8.16383064916331,0.00919,2078-2116,bK25A01O,5.0307233e-06
27.73,(2013 BR27),2456324.5,2013-02-01,0,-6.37,61,-5.96,2013 BR27,10.9513806303787,0.0096,2067-2112,bK13B27R,2.89491515e-05
22.61,(2024 YT7),2460697.5,2025-01-22,0,-6.25,1,-6.25,2024 YT7,11.67,0.1,2085-2085,bK24Y07T,4.897e-08
31.79,(2022 AV13),2459586.5,2022-01-07,0,-9.62,22,-8.84,2022 AV13,7.01653745003339,0.0015,2057-2118,bK22A13V,4.870503e-06
27.23,(2024 MB1),2460493.5,2024-07-02,0,-9.10,2,-9.06,2024 MB1,4.02659933393507,0.012,2117-2124,bK24M01B,3.2129e-08
27.91,(2024 MD),2460477.5,2024-06-16,0,-7.68,24,-7.31,2024 MD,5.56987275936722,0.0089,2068-2124,bK24M00D,2.621804e-06
27.93,(2024 GY5),2460418.5,2024-04-18,0,-7.25,3,-7.16,2024 GY5,15.6885055969422,0.0088,2097-2118,bK24G05Y,2.05112e-06
23.91,(2023 RH2),2460198.5,2023-09-11,0,-5.67,3,-5.58,2023 RH2,22.1943985306537,0.0559,2092-2121,bK23R02H,7.281061e-07
26.54,(2024 GO),2460405.5,2024-04-05,0,-5.92,4,-5.89,2024 GO,29.7632140033147,0.017,2073-2084,bK24G00O,2.344702e-06
27.18,(2023 RP2),2460198.5,2023-09-11,0,-9.18,1,-9.18,2023 RP2,9.09,0.012,2094-2094,bK23R02P,1.231e-08
28.00,(2023 RY15),2460207.5,2023-09-20,0,-7.57,21,-7.05,2023 RY15,10.0260535206876,0.0085,2092-2112,bK23R15Y,4.2068742e-06
27.44,(2023 RX4),2460206.5,2023-09-19,0,-7.36,3,-7.27,2023 RX4,10.8966787856753,0.011,2077-2105,bK23R04X,9.9018e-07
29.49,(2017 UM52),2458054.5,2017-10-28,0,-6.99,49,-6.36,2017 UM52,2.71791811223737,0.0043,2087-2122,bK17U52M,0.0001588246715
27.09,(2023 QJ5),2460182.5,2023-08-26,0,-8.83,1,-8.83,2023 QJ5,11.42,0.013,2113-2113,bK23Q05J,2.726e-08
28.02,(2022 UA6),2459881.5,2022-10-29,0,-10.14,2,-9.91,2022 UA6,11.8,0.0084,2090-2096,bK22U06A,4.756e-09
27.06,(2023 SS4),2460213.5,2023-09-26,0,-6.23,2,-6.01,2023 SS4,12.3,0.013,2117-2120,bK23S04S,1.7572e-05
29.26,(2023 QR),2460175.5,2023-08-19,0,-9.19,1,-9.19,2023 QR,20.68,0.0048,2076-2076,bK23Q00R,4.063e-08
29.08,(2023 RK5),2460205.5,2023-09-18,0,-7.07,55,-6.64,2023 RK5,10.0105207510242,0.0052,2064-2123,bK23R05K,4.14119896e-05
25.82,(2023 RF1),2460234.5,2023-10-17,0,-7.84,1,-7.84,2023 RF1,6.54,0.023,2118-2118,bK23R01F,9.770e-08
25.73,(2023 SE2),2460212.5,2023-09-25,0,-4.93,3,-4.77,2023 SE2,24.6865122550774,0.024,2049-2052,bK23S02E,8.3802e-06
26.04,(2023 RO1),2460198.5,2023-09-11,0,-6.29,24,-5.92,2023 RO1,12.7685186914663,0.021,2070-2123,bK23R01O,5.2212303e-06
29.13,(2025 DB30),2460736.5,2025-03-02,0,-7.65,2,-7.64,2025 DB30,8.93972029138631,0.0051,2120-2123,bK25D30B,5.3949e-06
29.09,(2025 FK3),2460757.5,2025-03-23,0,-6.26,7,-5.97,2025 FK3,20.360159410167,0.0051,2114-2122,bK25F03K,0.000100613156
27.98,(2023 SN8),2460211.5,2023-09-24,0,-3.93,6,-3.93,2023 SN8,8.02974861521288,0.0086,2026-2123,bK23S08N,8.598253e-05
28.65,(2023 SR5),2460206.5,2023-09-19,0,-9.13,1,-9.13,2023 SR5,9.40,0.0063,2115-2115,bK23S05R,9.008e-08
28.27,(2023 SS5),2460207.5,2023-09-20,0,-7.12,32,-6.73,2023 SS5,9.90807349988877,0.00751,2070-2123,bK23S05S,1.19350167e-05
26.47,(2023 SM5),2460210.5,2023-09-23,0,-5.94,8,-5.80,2023 SM5,11.4539472145939,0.017,2105-2122,bK23S05M,1.563614e-05
28.72,(2023 SL5),2460211.5,2023-09-24,0,-6.34,32,-5.95,2023 SL5,13.3124782715262,0.0061,2058-2119,bK23S05L,4.7098798e-05
27.30,(2023 SU4),2460225.5,2023-10-08,0,-8.70,2,-8.65,2023 SU4,10.5463973547391,0.012,2079-2101,bK23S04U,4.5969e-08
25.82,(2023 VF4),2460294.5,2023-12-16,0,-6.29,4,-6.22,2023 VF4,12.2313261346909,0.023,2118-2122,bK23V04F,2.8676333e-06
27.63,(2023 SY5),2460232.5,2023-10-15,0,-5.29,3,-5.29,2023 SY5,10.9899560871448,0.01,2089-2115,bK23S05Y,0.00013111878
25.94,(2023 UX27),2460235.5,2023-10-18,0,-6.71,13,-6.39,2023 UX27,8.64605399441934,0.0221,2032-2122,bK23U27X,5.27536e-07
26.18,(2023 RV12),2460212.5,2023-09-25,0,-8.05,1,-8.05,2023 RV12,7.24,0.02,2119-2119,bK23R12V,8.589e-08
27.98,(2023 SP6),2460212.5,2023-09-25,0,-10.02,1,-10.02,2023 SP6,16.97,0.0086,2113-2113,bK23S06P,3.215e-09
29.13,(2023 TY),2460227.5,2023-10-10,0,-7.30,64,-6.72,2023 TY,13.0636573055823,0.00504,2048-2122,bK23T00Y,2.29825261e-05
27.73,(2023 VR),2460256.5,2023-11-08,0,-6.11,5,-6.09,2023 VR,11.5904865970649,0.0096,2115-2123,bK23V00R,3.3566006e-05
30.50,(2023 XQ16),2460296.5,2023-12-18,0,-8.00,6,-7.95,2023 XQ16,1.90429226963,0.0027,2117-2123,bK23X16Q,1.736424e-05
28.09,(2023 UL),2460243.5,2023-10-26,0,-9.24,4,-8.95,2023 UL,8.35825137785413,0.0082,2095-2116,bK23U00L,6.9855e-08
25.64,(2023 VK1),2460262.5,2023-11-14,0,-6.35,1,-6.35,2023 VK1,8.67,0.025,2105-2105,bK23V01K,1.868e-06
26.38,(2023 UZ3),2460249.5,2023-11-01,0,-6.97,25,-6.47,2023 UZ3,14.2012770586704,0.018,2067-2121,bK23U03Z,2.1162348e-06
25.60,(2023 TD32),2460238.5,2023-10-21,0,-6.59,8,-6.28,2023 TD32,14.3671835434914,0.026,2049-2067,bK23T32D,5.219722e-07
25.46,(2023 TL3),2460237.5,2023-10-20,0,-5.53,4,-5.47,2023 TL3,16.2977163509459,0.027,2066-2071,bK23T03L,3.436211e-06
25.55,(2023 TQ3),2460232.5,2023-10-15,0,-6.91,1,-6.91,2023 TQ3,10.97,0.026,2101-2101,bK23T03Q,3.682e-07
26.94,(2023 VZ),2460258.5,2023-11-10,0,-6.16,7,-5.84,2023 VZ,19.6767067151786,0.014,2097-2108,bK23V00Z,1.122472e-05
26.66,(2023 UP2),2460238.5,2023-10-21,0,-7.64,6,-7.30,2023 UP2,8.91903704985338,0.016,2077-2119,bK23U02P,5.54847e-07
28.08,(2023 TG8),2460232.5,2023-10-15,0,-8.14,8,-7.78,2023 TG8,12.6483434606978,0.0082,2107-2119,bK23T08G,8.7387e-07
29.97,(2022 QF265),2459815.5,2022-08-24,0,-9.97,1,-9.97,2022 QF265,11.46,0.0034,2085-2085,bK22QQ5F,3.259e-08
26.92,(2023 TM3),2460227.5,2023-10-10,0,-6.41,30,-5.92,2023 TM3,11.2843946261218,0.014,2082-2121,bK23T03M,1.550612e-05
25.05,(2023 VD1),2460262.5,2023-11-14,0,-6.29,40,-5.54,2023 VD1,8.5546073125459,0.033,2060-2123,bK23V01D,6.338285e-06
27.75,(2023 TV3),2460229.5,2023-10-12,0,-7.72,1,-7.72,2023 TV3,13.93,0.0095,2039-2039,bK23T03V,9.678e-08
27.05,(2023 VD3),2460256.5,2023-11-08,0,-3.90,3,-3.90,2023 VD3,17.7800035448325,0.013,2034-2042,bK23V03D,0.00014914668
28.65,(2023 TY10),2460231.5,2023-10-14,0,-9.15,3,-9.04,2023 TY10,15.4079569564581,0.0063,2064-2117,bK23T10Y,4.03359e-08
23.84,(2023 TB2),2460251.5,2023-11-03,0,-4.17,10,-4.06,2023 TB2,6.85777735122977,0.058,2102-2123,bK23T02B,6.46013e-05
29.45,(2023 VP3),2460259.5,2023-11-11,0,-6.98,54,-6.35,2023 VP3,6.026184116576,0.0044,2068-2123,bK23V03P,0.00011778342
26.31,(2023 TW2),2460257.5,2023-11-09,0,-5.18,108,-4.78,2023 TW2,2.67336963145163,0.019,2063-2123,bK23T02W,0.000131681849
28.93,(2023 VV1),2460265.5,2023-11-17,0,-8.99,4,-8.53,2023 VV1,3.36469834313843,0.0055,2101-2123,bK23V01V,6.6632e-07
26.80,(2023 TM15),2460239.5,2023-10-22,0,-6.49,11,-6.13,2023 TM15,16.5808334405557,0.015,2076-2113,bK23T15M,5.7707175e-06
29.16,(2023 TU15),2460235.5,2023-10-18,0,-7.02,77,-6.25,2023 TU15,11.8877951293151,0.005,2050-2122,bK23T15U,7.82545585e-05
23.73,(2023 UV),2460238.5,2023-10-21,0,-6.11,1,-6.11,2023 UV,34.55,0.061,2098-2098,bK23U00V,7.782e-08
27.80,(2023 VN5),2460260.5,2023-11-12,0,-8.86,1,-8.86,2023 VN5,13.23,0.0093,2117-2117,bK23V05N,5.058e-08
28.14,(2023 TA16),2460234.5,2023-10-17,0,-8.08,4,-7.60,2023 TA16,19.9455432770896,0.008,2103-2109,bK23T16A,7.4023e-07
30.03,(2023 UB),2460234.5,2023-10-17,0,-10.41,1,-10.41,2023 UB,15.14,0.0033,2097-2097,bK23U00B,1.159e-08
26.44,(2023 UG4),2460257.5,2023-11-09,0,-6.35,25,-5.82,2023 UG4,3.93038428022124,0.017,2081-2120,bK23U04G,1.6289415e-05
28.86,(2023 UE),2460243.5,2023-10-26,0,-8.44,6,-8.26,2023 UE,5.06256091274614,0.0057,2112-2122,bK23U00E,1.16396e-06
29.98,(2023 UR10),2460239.5,2023-10-22,0,-6.38,2,-6.37,2023 UR10,9.69286598821887,0.0034,2030-2032,bK23U10R,1.72649e-05
26.25,(2023 UM4),2460238.5,2023-10-21,0,-5.96,2,-5.83,2023 UM4,9.25,0.019,2115-2115,bK23U04M,1.3026e-05
29.92,(2023 UY),2460239.5,2023-10-22,0,-7.47,12,-7.34,2023 UY,7.74131278025761,0.0035,2081-2121,bK23U00Y,1.8496599e-05
26.82,(2025 GX),2460792.5,2025-04-27,0,-7.99,4,-7.78,2025 GX,3.61713592044439,0.015,2081-2112,bK25G00X,2.5743e-07
27.15,(2022 SS2),2459877.5,2022-10-25,0,-8.22,1,-8.22,2022 SS2,7.30,0.013,2095-2095,bK22S02S,1.267e-07
29.16,(2023 UK3),2460239.5,2023-10-22,0,-8.39,2,-8.11,2023 UK3,8.45,0.005,2050-2052,bK23U03K,5.147e-07
29.57,(2023 VO1),2460256.5,2023-11-08,0,-8.01,19,-7.72,2023 VO1,16.1549463868894,0.0041,2050-2121,bK23V01O,1.5205236e-06
28.82,(2019 VC),2458797.5,2019-11-10,0,-9.50,2,-9.41,2019 VC,3.80611771771772,0.0058,2117-2120,bK19V00C,8.325e-08
27.31,(2019 VS4),2458795.5,2019-11-08,0,-8.67,2,-8.65,2019 VS4,7.18,0.012,2102-2105,bK19V04S,6.1549e-08
29.57,(2022 QC265),2459811.5,2022-08-20,0,-8.29,2,-7.99,2022 QC265,12.9698085419735,0.00408,2046-2095,bK22QQ5C,1.358e-06
28.15,(2023 FY48),2460021.5,2023-03-18,0,-7.37,4,-7.22,2023 FY48,23.7359747535999,0.00795,2082-2114,bK23F48Y,1.17086e-06
28.93,(2022 QE265),2459816.5,2022-08-25,0,-8.08,1,-8.08,2022 QE265,9.70,0.0056,2122-2122,bK22QQ5E,1.446e-06
29.48,(2023 FZ48),2460023.5,2023-03-20,0,-7.72,3,-7.71,2023 FZ48,9.83088349738948,0.0043,2092-2119,bK23F48Z,5.071028e-06
31.85,(2022 PW40),2459796.5,2022-08-05,0,-8.37,7,-8.14,2022 PW40,6.40203152069706,0.00143,2054-2123,bK22P40W,1.8502002e-05
31.11,(2022 MJ15),2459750.5,2022-06-20,0,-7.92,14,-7.77,2022 MJ15,7.14500411428861,0.002,2040-2121,bK22M15J,2.8516473e-05
28.27,(2011 UL169),2455865.5,2011-10-31,0,-6.38,14,-6.31,2011 UL169,9.34999132212187,0.0075,2057-2073,bK11UG9L,1.442749e-05
29.13,(2022 UA21),2459906.5,2022-11-23,0,-8.53,3,-8.25,2022 UA21,4.26437628795164,0.0051,2102-2113,bK22U21A,1.4558e-06
30.18,(2023 VE1),2460259.5,2023-11-11,0,-6.86,161,-6.37,2023 VE1,4.29794781587389,0.0031,2064-2123,bK23V01E,0.0002684640837
25.56,(2023 VH6),2460322.5,2024-01-13,0,-6.55,1,-6.55,2023 VH6,6.86,0.026,2112-2112,bK23V06H,1.283e-06
25.64,(2024 AH3),2460345.5,2024-02-05,0,-6.59,22,-5.97,2024 AH3,10.4224889222601,0.025,2053-2123,bK24A03H,2.9357297e-06
26.43,(2024 EJ2),2460376.5,2024-03-07,0,-6.22,9,-6.20,2024 EJ2,14.7472090355083,0.018,2078-2119,bK24E02J,2.7783141e-06
28.19,(2023 XB4),2460286.5,2023-12-08,0,-9.69,1,-9.69,2023 XB4,9.93,0.0078,2111-2111,bK23X04B,1.366e-08
27.22,(2024 AS1),2460317.5,2024-01-08,0,-9.21,1,-9.21,2024 AS1,16.78,0.012,2095-2095,bK24A01S,7.089e-09
26.70,(2023 WG2),2460272.5,2023-11-24,0,-5.37,15,-5.12,2023 WG2,22.0518822467891,0.015,2077-2120,bK23W02G,3.32456293e-05
27.74,(2023 WT2),2460273.5,2023-11-25,0,-7.84,27,-7.19,2023 WT2,13.6026143466511,0.0096,2033-2117,bK23W02T,1.1546862e-06
28.47,(2023 XC),2460284.5,2023-12-06,0,-8.24,1,-8.24,2023 XC,5.90,0.0069,2098-2098,bK23X00C,5.831e-07
27.46,(2024 CQ2),2460354.5,2024-02-14,0,-7.06,4,-6.83,2024 CQ2,11.1021486480109,0.011,2112-2117,bK24C02Q,4.364754e-06
28.70,(2023 XT),2460288.5,2023-12-10,0,-8.50,1,-8.50,2023 XT,8.16,0.0062,2120-2120,bK23X00T,4.695e-07
28.75,(2024 AZ3),2460322.5,2024-01-13,0,-5.84,60,-5.51,2024 AZ3,9.87691634399625,0.006,2089-2123,bK24A03Z,0.0003387440187
27.82,(2023 XG4),2460294.5,2023-12-16,0,-6.69,14,-6.42,2023 XG4,8.56415270553937,0.00921,2064-2106,bK23X04G,1.4732275e-05
26.95,(2023 VC2),2460260.5,2023-11-12,0,-8.30,1,-8.30,2023 VC2,5.27,0.014,2102-2102,bK23V02C,1.055e-07
26.70,(2023 XN15),2460299.5,2023-12-21,0,-5.62,6,-5.36,2023 XN15,19.4851787168854,0.015,2087-2096,bK23X15N,2.2164162e-05
29.21,(2024 CY1),2460352.5,2024-02-12,0,-7.62,22,-7.18,2024 CY1,14.2999668364418,0.0049,2060-2124,bK24C01Y,8.300979e-06
27.18,(2024 EH),2460376.5,2024-03-07,0,-8.43,4,-8.25,2024 EH,9.48521316197916,0.012,2085-2124,bK24E00H,1.253155e-07
24.73,(2015 XX378),2457378.5,2015-12-22,0,-6.53,1,-6.53,2015 XX378,15.70,0.038,2118-2118,bK15Xb8X,3.180e-07
28.99,(2022 QE2),2459817.5,2022-08-26,0,-9.97,5,-9.49,2022 QE2,5.87666732060504,0.0054,2079-2122,bK22Q02E,6.52457e-08
23.68,(2024 AL3),2460370.5,2024-03-01,0,-8.34,1,-8.34,2024 AL3,12.45,0.062,2099-2099,bK24A03L,1.496e-09
27.58,(2024 CW6),2460372.5,2024-03-03,0,-9.24,1,-9.24,2024 CW6,3.13,0.01,2088-2088,bK24C06W,2.174e-08
26.36,(1998 BT13),2450843.5,1998-01-30,0,-8.09,2,-7.99,1998 BT13,7.82770728643216,0.018,2087-2107,bJ98B13T,7.96e-08
25.18,(2023 XZ11),2460291.5,2023-12-13,0,-5.31,2,-5.29,2023 XZ11,14.5302850877193,0.031,2075-2078,bK23X11Z,5.472e-06
27.18,(2023 XU5),2460300.5,2023-12-22,0,-5.76,51,-5.56,2023 XU5,8.41100264544909,0.012,2088-2115,bK23X05U,6.1545694e-05
27.28,(2024 BS1),2460329.5,2024-01-20,0,-9.94,1,-9.94,2024 BS1,16.26,0.012,2114-2114,bK24B01S,1.870e-09
29.99,(2024 BQ1),2460329.5,2024-01-20,0,-8.81,14,-8.24,2024 BQ1,6.37294324013641,0.0034,2101-2124,bK24B01Q,3.755453e-06
28.38,(2023 XZ13),2460294.5,2023-12-16,0,-5.49,55,-5.45,2023 XZ13,8.49234697228907,0.0071,2053-2123,bK23X13Z,0.0001350753852
27.60,(2023 XH7),2460289.5,2023-12-11,0,-9.87,1,-9.87,2023 XH7,19.97,0.01,2088-2088,bK23X07H,1.779e-09
28.76,(2024 AD),2460312.5,2024-01-03,0,-7.22,14,-7.01,2024 AD,9.60920468223141,0.006,2088-2124,bK24A00D,1.092855e-05
27.79,(2024 AM),2460317.5,2024-01-08,0,-5.04,2,-5.04,2024 AM,8.82,0.0094,2069-2081,bK24A00M,0.00021302791
28.27,(2023 XR14),2460299.5,2023-12-21,0,-5.84,28,-5.78,2023 XR14,10.2807476493751,0.0075,2093-2117,bK23X14R,0.00011062271
25.78,(2023 XT20),2460290.5,2023-12-12,0,-5.53,5,-5.27,2023 XT20,17.0780147063968,0.024,2076-2111,bK23X20T,1.5437364e-05
26.27,(2018 EE9),2458203.5,2018-03-26,0,-5.94,21,-5.85,2018 EE9,15.9541295434152,0.019,2067-2115,bK18E09E,7.516785e-06
28.71,(2024 AM4),2460339.5,2024-01-30,0,-6.53,113,-5.80,2024 AM4,1.81283652240206,0.0061,2080-2124,bK24A04M,0.00026979036
30.47,(2022 UL147),2459880.5,2022-10-28,0,-9.96,1,-9.96,2022 UL147,13.34,0.0027,2069-2069,bK22UE7L,3.733e-08
27.94,(2022 TF48),2459857.5,2022-10-05,0,-6.63,151,-6.27,2022 TF48,14.2356417957095,0.00879,2058-2123,bK22T48F,1.83983966e-05
26.09,(2017 FX90),2457844.5,2017-04-01,0,-9.09,2,-8.95,2017 FX90,12.49,0.021,2122-2122,bK17F90X,6.968e-09
23.49,(2023 XM14),2460322.5,2024-01-13,0,-6.31,1,-6.31,2023 XM14,9.21,0.068,2105-2105,bK23X14M,1.778e-07
27.91,(2024 CR6),2460355.5,2024-02-15,0,-6.80,11,-6.35,2024 CR6,21.7775292903274,0.0089,2091-2101,bK24C06R,8.243421e-06
26.02,(2024 BJ3),2460342.5,2024-02-02,0,-6.52,12,-5.98,2024 BJ3,17.5329768443765,0.021,2077-2105,bK24B03J,2.790035e-06
26.83,(2024 BP4),2460329.5,2024-01-20,0,-8.27,10,-7.66,2024 BP4,10.000298260272,0.0147,2057-2113,bK24B04P,2.427276e-07
21.27,(2010 DG77),2455247.5,2010-02-20,0,-7.06,1,-7.06,2010 DG77,14.47,0.19,2059-2059,bK10D77G,7.785e-10
30.02,(2025 SV4),2460942.5,2025-09-24,0,-7.14,87,-6.70,2025 SV4,7.1035373063579,0.00331,2069-2125,bK25S04V,0.0001071969478
27.50,(2025 TP1),2460956.5,2025-10-08,0,-7.45,5,-7.01,2025 TP1,12.449663585297,0.011,2074-2082,bK25T01P,1.535248e-06
30.64,(2025 RO1),2460920.5,2025-09-02,0,-10.40,2,-10.21,2025 RO1,11.8163810696692,0.0025,2113-2113,bK25R01O,5.684e-08
29.70,(2025 RP3),2460933.5,2025-09-15,0,-9.35,2,-9.25,2025 RP3,10.4563859548958,0.0039,2083-2089,bK25R03P,1.4012e-07
27.15,(2025 RT3),2460934.5,2025-09-16,0,-7.66,1,-7.66,2025 RT3,16.17,0.013,2057-2057,bK25R03T,1.125e-07
28.93,(2025 YB4),2461032.5,2025-12-23,0,-5.85,35,-5.57,2025 YB4,16.3698085281924,0.00551,2110-2122,bK25Y04B,0.0002985044415
29.80,(2025 UK9),2460978.5,2025-10-30,0,-6.68,89,-6.33,2025 UK9,7.52401277015807,0.0037,2040-2125,bK25U09K,0.0001593373699
27.18,(2025 SV6),2460953.5,2025-10-05,0,-7.52,7,-7.22,2025 SV6,4.60332589410608,0.012,2110-2125,bK25S06V,2.055321e-06
31.66,(2025 SY1),2460937.5,2025-09-19,0,-7.23,51,-7.08,2025 SY1,6.89463259486334,0.0016,2042-2124,bK25S01Y,0.000148716402
26.40,(2025 SQ4),2460965.5,2025-10-17,0,-4.55,114,-4.20,2025 SQ4,8.74890495863447,0.018,2103-2125,bK25S04Q,0.0006142177101
24.33,(2025 VP2),2461002.5,2025-11-23,0,-7.90,1,-7.90,2025 VP2,9.03,0.046,2048-2048,bK25V02P,3.372e-09
27.76,(2025 YU11),2461031.5,2025-12-22,0,-8.21,9,-7.97,2025 YU11,1.11692224467073,0.0095,2041-2110,bK25Y11U,1.651681e-07
30.34,(2025 UX18),2460980.5,2025-11-01,0,-10.70,1,-10.70,2025 UX18,7.16,0.0029,2112-2112,bK25U18X,1.781e-08
26.23,(2025 UR),2460969.5,2025-10-21,0,-5.71,4,-5.68,2025 UR,11.4323269545493,0.019,2052-2093,bK25U00R,8.04124e-06
24.94,(2024 CZ3),2460380.5,2024-03-11,0,-6.01,3,-6.00,2024 CZ3,8.72166409721593,0.035,2080-2123,bK24C03Z,1.32324e-06
25.16,(2023 LV),2460120.5,2023-06-25,0,-8.33,1,-8.33,2023 LV,8.61,0.031,2123-2123,bK23L00V,1.380e-08
25.81,(2024 FB),2460404.5,2024-04-04,0,-6.51,19,-5.97,2024 FB,9.01216838996358,0.023,2058-2123,bK24F00B,5.239279e-06
29.39,(2024 FD1),2460388.5,2024-03-19,0,-10.31,3,-10.08,2024 FD1,4.80039720758864,0.0045,2107-2123,bK24F01D,3.0941e-08
23.64,(2005 WG57),2453734.5,2005-12-30,0,-6.00,14,-5.74,2005 WG57,9.88400047131651,0.0631,2082-2123,bK05W57G,6.95923e-07
30.48,(2023 HO36),2460052.5,2023-04-18,0,-8.61,23,-8.03,2023 HO36,8.45123832041282,0.0027,2082-2123,bK23H36O,9.334127e-06
31.36,(2025 KF2),2460816.5,2025-05-21,0,-7.52,25,-7.16,2025 KF2,7.89415868810557,0.0018,2066-2124,bK25K02F,0.00012366056
28.32,(2024 JT),2460442.5,2024-05-12,0,-8.42,4,-8.29,2024 JT,6.33493952252538,0.0074,2106-2124,bK24J00T,5.0432e-07
24.07,(2020 FZ46),2458928.5,2020-03-20,0,-5.04,45,-4.47,2020 FZ46,14.6368832852851,0.052,2046-2117,bK20F46Z,1.05114141e-05
29.95,(2021 KB22),2459364.5,2021-05-30,0,-7.95,50,-7.32,2021 KB22,6.1007931545381,0.0035,2056-2119,bK21K22B,2.27168542e-05
28.90,(2024 GW4),2460413.5,2024-04-13,0,-7.49,3,-7.45,2024 GW4,11.7820758905849,0.0056,2099-2102,bK24G04W,4.12594e-06
25.75,(2008 HJ),2454586.5,2008-04-30,0,-4.70,40,-4.23,2008 HJ,7.529890825475,0.024,2077-2123,bK08H00J,0.000267887678
26.81,(2024 GF6),2460417.5,2024-04-17,0,-5.96,43,-5.72,2024 GF6,8.23984385982526,0.015,2116-2124,bK24G06F,3.4005726e-05
25.71,(2024 HL2),2460435.5,2024-05-05,0,-8.76,3,-8.46,2024 HL2,13.9053904425378,0.024,2079-2104,bK24H02L,8.2637e-09
29.44,(2024 HO2),2460433.5,2024-05-03,0,-9.79,1,-9.79,2024 HO2,7.98,0.0044,2045-2045,bK24H02O,1.164e-08
25.55,(2012 EK5),2456005.5,2012-03-19,0,-5.02,19,-4.74,2012 EK5,15.1283166104497,0.0261,2064-2111,bK12E05K,3.541933e-05
26.72,(2012 UU158),2456237.5,2012-11-06,0,-5.75,10,-5.70,2012 UU158,12.2788068534277,0.015,2038-2103,bK12UF8U,1.1044167e-05
26.43,(2021 MV),2459389.5,2021-06-24,0,-6.87,3,-6.86,2021 MV,9.71149315281668,0.017,2056-2115,bK21M00V,5.1408e-07
23.80,(2024 HU),2460447.5,2024-05-17,0,-6.37,1,-6.37,2024 HU,21.11,0.059,2082-2082,bK24H00U,7.047e-08
28.25,(2024 JN),2460439.5,2024-05-09,0,-9.74,1,-9.74,2024 JN,3.05,0.0076,2110-2110,bK24J00N,1.932e-08
27.73,(2024 JR1),2460436.5,2024-05-06,0,-4.94,3,-4.93,2024 JR1,12.9610051665702,0.0096,2076-2085,bK24J01R,0.0002311398
29.36,(2024 HQ),2460418.5,2024-04-18,0,-6.23,79,-6.02,2024 HQ,7.29993479746548,0.0045,2068-2107,bK24H00Q,0.0001966568032
28.65,(2024 HZ),2460433.5,2024-05-03,0,-8.17,2,-8.10,2024 HZ,7.14699204021785,0.0063,2109-2121,bK24H00Z,1.1935e-06
28.93,(2024 EK3),2460384.5,2024-03-15,0,-8.38,2,-8.38,2024 EK3,6.85066197460782,0.0055,2118-2123,bK24E03K,8.57193e-07
26.04,(2010 FD),2455301.5,2010-04-15,0,-6.54,5,-6.44,2010 FD,9.73583297105155,0.021,2043-2104,bK10F00D,1.56416e-06
26.77,(2023 SD3),2460232.5,2023-10-15,0,-7.16,3,-7.16,2023 SD3,4.15000843541925,0.015,2055-2091,bK23S03D,4.880611e-07
29.40,(2024 EJ4),2460382.5,2024-03-13,0,-9.74,8,-9.21,2024 EJ4,6.70201189378192,0.0045,2074-2100,bK24E04J,1.45286e-07
28.68,(2019 LD42),2458641.5,2019-06-07,0,-9.45,1,-9.45,2019 LD42,13.16,0.0062,2087-2087,bK19L42D,2.390e-08
29.36,(2022 JN11),2459706.5,2022-05-07,0,-6.76,37,-6.37,2022 JN11,6.1863872293022,0.00451,2071-2120,bK22J11N,0.000119458625
28.80,(2024 JH3),2460442.5,2024-05-12,0,-7.56,8,-7.18,2024 JH3,9.27447185339314,0.0059,2059-2072,bK24J03H,4.1669481e-06
24.57,(2024 RG7),2460566.5,2024-09-13,0,-6.30,3,-6.04,2024 RG7,10.9745468814151,0.041,2102-2116,bK24R07G,9.35296e-07
26.92,(2024 JN3),2460438.5,2024-05-08,0,-5.56,7,-5.54,2024 JN3,12.9453062154249,0.014,2072-2124,bK24J03N,2.598873e-05
26.61,(2024 LG5),2460481.5,2024-06-20,0,-7.23,13,-6.81,2024 LG5,7.96705951949997,0.016,2096-2122,bK24L05G,2.2358958e-06
25.72,(2007 UT3),2454396.5,2007-10-23,0,-6.96,8,-6.66,2007 UT3,9.03398908091808,0.024,2064-2119,bK07U03T,6.19466e-07
28.19,(2024 JV6),2460440.5,2024-05-10,0,-11.03,1,-11.03,2024 JV6,8.48,0.0078,2105-2105,bK24J06V,6.497e-10
29.10,(2024 JT3),2460439.5,2024-05-09,0,-9.93,2,-9.91,2024 JT3,9.61347326856133,0.0051,2095-2104,bK24J03T,1.9247e-08
20.98,(2024 JW16),2460446.5,2024-05-16,0,-3.98,12,-3.63,2024 JW16,23.9255113501842,0.22,2082-2121,bK24J16W,2.3158699e-06
28.21,(2024 KB1),2460460.5,2024-05-30,0,-9.35,1,-9.35,2024 KB1,11.09,0.0077,2109-2109,bK24K01B,2.761e-08
